1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,KitchenQual_Enc,GarageFinish_Enc,BsmtExposure_Enc,BsmtFinType1_Enc
1252,0.0,1.0,429,93,564,1960.0,1252,13500,69.0,0.0,0,7,6,1602,1960,1975,235000,2,1.0,3.0,2.0
1684,0.0,2.0,28,1656,564,2005.0,1684,8849,63.0,616.0,72,5,9,1684,2005,2005,266000,4,1.0,0.0,4.0
2000,0.0,3.0,1464,536,888,2004.0,2000,10386,80.0,246.0,0,5,8,2000,2004,2005,305900,3,-1.0,0.0,4.0
1616,0.0,3.0,0,1616,834,2005.0,1616,8688,73.0,228.0,59,5,7,1616,2005,2005,232000,3,1.0,2.0,0.0
1299,573.0,3.0,990,309,531,2001.0,1872,11885,69.0,108.0,122,5,8,1299,2001,2001,261500,4,1.0,2.0,4.0
1042,534.0,3.0,0,1042,225,1928.0,1576,6240,52.0,0.0,0,6,5,1042,1928,1950,149000,2,0.0,0.0,0.0
1175,807.0,3.0,421,386,575,1989.0,1982,11287,82.0,340.0,84,6,7,807,1989,1989,228500,3,-1.0,2.0,4.0
988,0.0,3.0,534,246,276,1950.0,988,7200,60.0,0.0,80,7,5,876,1950,1950,119000,2,0.0,0.0,2.0
1844,0.0,2.0,976,868,620,2005.0,1844,10994,88.0,366.0,44,5,8,1844,2005,2006,257000,3,2.0,0.0,4.0
1258,0.0,3.0,656,602,528,1971.0,1258,11040,80.0,144.0,0,7,6,1258,1971,2004,145000,3,-1.0,0.0,3.0
1288,0.0,1.0,786,474,500,1996.0,1288,14963,38.0,0.0,30,5,8,1260,1996,1996,245500,4,2.0,0.0,4.0
1634,0.0,3.0,0,1626,866,2006.0,1634,11428,98.0,248.0,44,5,8,1626,2006,2006,250000,3,-1.0,0.0,0.0
855,0.0,3.0,257,103,440,1974.0,1322,2308,24.0,0.0,0,5,6,855,1974,1974,147000,2,0.0,0.0,3.0
707,707.0,3.0,0,707,403,2004.0,1414,9056,74.0,0.0,35,5,8,707,2004,2004,178000,3,2.0,2.0,0.0
1504,0.0,3.0,690,814,478,1996.0,1504,11883,73.0,196.0,66,5,7,1504,1996,1996,203000,3,2.0,3.0,4.0
1670,0.0,3.0,0,1670,690,2006.0,1670,14859,50.0,27.0,60,5,7,1670,2006,2006,240000,3,1.0,0.0,0.0
1516,651.0,3.0,125,36,518,1974.0,2167,17542,69.0,0.0,47,7,7,1192,1974,2003,294000,3,1.0,3.0,-1.0
1069,0.0,2.0,559,510,440,1977.0,1069,4043,53.0,0.0,55,6,6,1069,1977,1977,140000,2,1.0,0.0,3.0
1072,0.0,2.0,547,0,525,2005.0,1072,3675,35.0,82.0,44,5,6,547,2005,2006,140000,2,2.0,3.0,4.0
1572,0.0,3.0,1159,413,995,1963.0,1572,35133,50.0,226.0,263,4,5,1572,1963,1963,186700,2,1.0,3.0,1.0
1188,561.0,3.0,1088,0,456,1963.0,1869,8820,98.0,0.0,0,6,5,1088,1890,1996,124900,2,0.0,0.0,-1.0
882,0.0,1.0,0,882,0,0.0,882,5500,55.0,0.0,0,6,4,882,1956,1956,103200,2,-1.0,0.0,0.0
1922,0.0,3.0,1249,673,676,2005.0,1922,14157,86.0,200.0,51,5,9,1922,2005,2006,377426,3,2.0,3.0,4.0
780,0.0,2.0,632,148,352,1973.0,780,7200,60.0,0.0,0,7,5,780,1972,1972,124900,2,0.0,2.0,3.0
1021,580.0,3.0,0,533,300,1958.0,1601,13825,85.0,0.0,34,6,5,533,1958,1987,140000,2,1.0,0.0,0.0
1530,0.0,3.0,1274,256,430,2005.0,1530,16158,124.0,16.0,36,5,7,1530,2005,2005,260000,3,2.0,2.0,3.0
833,0.0,3.0,625,208,0,0.0,833,8780,69.0,0.0,0,5,5,833,1985,1985,112000,2,-1.0,0.0,-1.0
679,504.0,2.0,331,318,308,1981.0,1183,6000,50.0,0.0,176,7,3,649,1948,2002,120000,2,0.0,0.0,3.0
1040,0.0,3.0,659,381,260,1962.0,1040,6897,69.0,0.0,104,8,5,1040,1962,2010,127000,2,0.0,0.0,3.0
1466,1362.0,4.0,1150,316,1052,2006.0,2828,9965,77.0,340.0,144,5,8,1466,2006,2007,424870,3,1.0,3.0,4.0
1032,220.0,3.0,280,752,288,1950.0,1252,9600,80.0,0.0,0,5,6,1032,1950,1950,119000,2,0.0,0.0,2.0
1246,0.0,3.0,340,0,305,1959.0,1246,7500,75.0,0.0,0,7,5,1246,1959,1994,154000,3,1.0,0.0,-1.0
904,0.0,2.0,0,884,180,1926.0,904,6000,50.0,0.0,0,7,6,884,1926,2004,119000,2,0.0,0.0,0.0
966,686.0,4.0,686,0,416,1961.0,1652,10800,60.0,0.0,0,6,5,686,1915,1950,139000,2,0.0,0.0,-1.0
1036,0.0,3.0,375,457,288,1949.0,1268,12144,60.0,0.0,28,7,5,832,1949,1950,133000,2,0.0,0.0,1.0
1172,741.0,3.0,0,896,342,1929.0,1913,7558,57.0,0.0,0,6,6,896,1928,1950,177000,2,-1.0,0.0,0.0
1358,0.0,3.0,733,625,484,2010.0,1358,6371,44.0,128.0,35,5,7,1358,2009,2010,224000,3,1.0,1.0,-1.0
1657,0.0,3.0,1237,420,484,1970.0,1657,12155,69.0,0.0,0,3,6,1657,1970,1970,163500,2,0.0,0.0,-1.0
838,0.0,2.0,210,0,275,1961.0,838,10267,55.0,0.0,0,7,6,816,1918,2000,130000,1,2.0,1.0,1.0
1022,1038.0,3.0,772,220,390,1999.0,2060,8755,69.0,298.0,0,5,7,992,1999,1999,214000,3,1.0,0.0,3.0
764,862.0,2.0,573,191,474,2003.0,1626,2448,36.0,106.0,27,5,7,764,2003,2004,154000,3,1.0,0.0,4.0
663,689.0,4.0,371,292,299,1969.0,1352,9364,80.0,143.0,36,7,6,663,1969,1969,158000,2,2.0,0.0,3.0
968,408.0,3.0,368,359,240,1941.0,1376,9492,79.0,0.0,0,5,5,768,1941,1950,105000,2,0.0,0.0,1.0
849,811.0,3.0,326,389,240,1939.0,1660,11988,74.0,0.0,0,7,6,715,1934,1995,188700,2,0.0,0.0,-1.0
616,796.0,3.0,0,616,432,2007.0,1412,8499,73.0,0.0,36,5,6,616,2006,2007,156932,3,2.0,0.0,0.0
756,713.0,3.0,0,756,216,1906.0,1469,10320,60.0,0.0,0,7,6,756,1906,1995,135000,2,0.0,0.0,-1.0
774,656.0,3.0,0,384,400,2000.0,1430,9967,76.0,0.0,0,5,7,384,2000,2000,170000,2,1.0,0.0,-1.0
1094,0.0,3.0,500,594,495,1953.0,1094,10452,85.0,216.0,0,5,6,1094,1953,1953,155000,2,-1.0,1.0,1.0
1826,0.0,3.0,1422,392,758,2005.0,1826,11302,69.0,238.0,75,5,8,1814,2005,2006,319000,3,-1.0,3.0,4.0
672,252.0,3.0,0,672,576,2003.0,924,8064,60.0,0.0,0,7,5,672,1949,2006,122900,2,0.0,1.0,-1.0
1502,0.0,1.0,368,0,528,1985.0,1502,6820,69.0,0.0,54,5,8,1488,1985,1985,212000,3,1.0,2.0,4.0
616,1072.0,4.0,462,154,603,1997.0,1688,12798,79.0,0.0,114,5,6,616,1997,1997,200000,3,1.0,3.0,4.0
1262,0.0,3.0,905,357,572,2006.0,1262,7200,60.0,68.0,120,5,6,1262,2006,2006,185000,3,-1.0,0.0,4.0
1905,0.0,3.0,0,1905,788,2006.0,1905,11670,84.0,302.0,191,5,9,1905,2006,2006,320000,4,2.0,0.0,0.0
1153,878.0,3.0,252,901,541,1998.0,2031,11404,75.0,202.0,84,5,7,1153,1998,1999,222500,3,2.0,2.0,3.0
1350,0.0,3.0,0,1064,478,1974.0,1350,10140,78.0,174.0,0,5,6,1064,1974,1974,165000,2,1.0,0.0,0.0
941,888.0,3.0,483,458,613,2003.0,1829,9548,44.0,223.0,39,6,7,941,2003,2003,237000,3,1.0,0.0,4.0
965,0.0,3.0,641,187,300,1979.0,965,7800,60.0,0.0,0,5,5,828,1965,1965,119900,2,0.0,0.0,2.0
672,252.0,2.0,348,324,280,1941.0,924,12180,60.0,0.0,0,4,4,672,1941,1950,80000,1,0.0,0.0,2.0
1055,1208.0,3.0,0,1055,905,2001.0,2263,9240,69.0,396.0,45,5,8,1055,2001,2002,287000,3,2.0,0.0,0.0
1236,872.0,4.0,626,501,540,1935.0,2108,13728,120.0,0.0,0,7,6,1127,1935,1986,235000,3,0.0,0.0,1.0
1242,0.0,3.0,916,326,528,1973.0,1242,9600,80.0,320.0,0,6,7,1242,1973,1973,175500,2,0.0,0.0,3.0
989,584.0,3.0,0,884,240,1935.0,1573,6120,51.0,0.0,0,7,4,884,1935,1995,133000,3,0.0,0.0,-1.0
884,1151.0,3.0,0,884,434,2001.0,2035,9505,69.0,180.0,48,5,7,884,2001,2001,222500,3,2.0,0.0,0.0
1232,0.0,3.0,660,572,516,1984.0,1232,11120,69.0,0.0,0,6,6,1232,1984,1984,162500,2,0.0,0.0,2.0
1098,866.0,4.0,403,400,483,1976.0,1964,10480,80.0,660.0,69,6,7,803,1976,1976,205000,2,1.0,0.0,-1.0
792,348.0,3.0,0,576,0,0.0,1140,8800,55.0,0.0,160,7,4,576,1910,2004,96500,2,-1.0,0.0,0.0
894,0.0,3.0,702,192,450,1967.0,894,9764,57.0,0.0,0,7,5,894,1967,2003,130000,3,1.0,0.0,2.0
1512,1142.0,4.0,619,435,619,1968.0,2654,11029,69.0,220.0,65,7,6,1054,1968,1984,250000,3,-1.0,1.0,2.0
768,0.0,2.0,660,108,396,1974.0,768,7200,60.0,0.0,0,8,5,768,1972,2003,133900,2,2.0,2.0,-1.0
672,0.0,2.0,0,0,0,0.0,912,6240,52.0,0.0,0,5,4,0,1947,1950,80500,2,-1.0,-1.0,-1.0
1040,1040.0,5.0,650,390,504,1969.0,2080,11606,70.0,192.0,0,5,5,1040,1969,1969,135000,1,0.0,2.0,1.0
1040,0.0,3.0,732,308,576,2000.0,1040,12464,82.0,0.0,0,5,5,1040,1996,1996,152000,3,-1.0,0.0,4.0
1149,467.0,3.0,370,779,216,1926.0,1616,5400,40.0,0.0,0,7,6,1149,1926,2004,152000,3,0.0,1.0,-1.0
1047,0.0,2.0,0,641,273,1954.0,1047,10800,60.0,0.0,0,7,4,641,1885,1995,100000,2,0.0,0.0,0.0
1803,0.0,3.0,168,284,484,1957.0,1803,13125,88.0,67.0,0,4,5,1134,1957,2000,155000,2,1.0,0.0,1.0
832,0.0,2.0,0,832,528,1962.0,832,7227,59.0,0.0,0,6,6,832,1954,1954,105500,3,0.0,0.0,0.0
894,0.0,3.0,180,340,384,1966.0,894,7094,99.0,0.0,0,5,5,894,1966,1966,125000,2,-1.0,0.0,1.0
596,596.0,3.0,0,596,189,1920.0,1192,6402,60.0,0.0,0,5,5,596,1920,1950,78000,2,0.0,1.0,0.0
1850,0.0,3.0,1261,572,772,2004.0,1850,16033,98.0,378.0,112,5,9,1833,2004,2005,326000,3,2.0,3.0,4.0
899,0.0,3.0,450,414,288,1967.0,899,7800,65.0,89.0,0,7,5,864,1967,2004,130000,3,2.0,0.0,3.0
892,0.0,3.0,340,524,264,1966.0,892,9477,69.0,65.0,0,5,5,864,1966,1966,110000,2,1.0,0.0,1.0
1260,1031.0,4.0,1046,168,506,1900.0,2291,7200,60.0,0.0,0,6,6,1214,1910,1998,133900,2,0.0,1.0,1.0
1075,1063.0,2.0,0,849,360,1910.0,2138,8100,90.0,0.0,156,5,5,849,1898,1965,106000,2,0.0,0.0,0.0
926,678.0,3.0,0,926,470,1997.0,1604,10839,100.0,0.0,36,5,6,926,1997,1998,181000,2,2.0,0.0,0.0
887,1134.0,3.0,0,868,422,2006.0,2021,23257,168.0,0.0,100,5,7,868,2006,2006,274725,3,1.0,0.0,0.0
938,0.0,3.0,280,167,308,1977.0,938,9200,69.0,0.0,0,6,5,938,1975,1980,130250,2,0.0,2.0,-1.0
912,514.0,3.0,0,912,216,1925.0,1426,7642,55.0,0.0,240,8,7,912,1918,1998,189950,3,0.0,0.0,0.0
928,992.0,4.0,220,708,400,1948.0,1920,11345,95.0,567.0,0,5,5,928,1948,1950,137000,2,-1.0,0.0,1.0
1098,0.0,3.0,902,196,260,1955.0,1098,7390,69.0,151.0,0,7,5,1098,1955,1955,135000,2,-1.0,0.0,3.0
729,0.0,2.0,0,270,0,0.0,729,4130,56.0,0.0,0,6,3,270,1935,2003,52000,2,-1.0,0.0,0.0
1252,0.0,3.0,0,1252,528,1960.0,1252,10721,80.0,243.0,39,6,6,1252,1959,1959,142000,3,0.0,0.0,0.0
1584,0.0,4.0,0,1584,792,1967.0,1584,8944,65.0,0.0,152,5,5,1584,1967,1967,124000,2,0.0,0.0,0.0
1506,0.0,2.0,0,1498,592,2008.0,1506,14587,75.0,284.0,174,5,9,1498,2008,2008,264132,4,-1.0,0.0,0.0
1709,0.0,2.0,1238,460,506,1999.0,1709,5119,50.0,60.0,65,5,9,1698,1999,2000,328900,3,2.0,2.0,4.0
1092,0.0,2.0,895,197,299,1957.0,1092,14850,69.0,0.0,0,5,5,1092,1957,1957,141000,2,2.0,0.0,1.0
1746,0.0,3.0,1320,426,758,2006.0,1746,14892,42.0,160.0,39,5,9,1746,2006,2007,377500,4,2.0,3.0,4.0
1304,983.0,3.0,603,701,667,1953.0,2287,15593,81.0,0.0,21,4,7,1304,1953,1953,225000,2,2.0,0.0,2.0
789,0.0,2.0,0,768,200,1926.0,789,10594,55.0,0.0,0,5,5,768,1926,1950,96500,2,0.0,0.0,0.0
1041,0.0,3.0,991,50,270,1959.0,1041,9600,80.0,132.0,88,6,5,1041,1959,1959,124500,2,1.0,0.0,3.0
993,915.0,4.0,0,967,431,2002.0,1908,14191,85.0,0.0,0,5,8,967,2002,2002,202900,3,2.0,0.0,0.0
1010,1257.0,4.0,0,1010,390,2002.0,2267,8068,69.0,0.0,46,5,6,1010,2002,2002,200000,3,1.0,0.0,0.0
875,0.0,2.0,209,506,180,1931.0,875,6120,51.0,0.0,0,7,5,715,1931,1993,105000,2,0.0,0.0,2.0
1526,0.0,4.0,383,833,364,1957.0,1526,8562,68.0,145.0,78,6,5,1216,1957,2002,144500,2,-1.0,2.0,1.0
1567,0.0,2.0,1567,0,714,1977.0,1567,9819,69.0,0.0,32,5,6,1567,1977,1977,196000,3,1.0,3.0,3.0
1734,1088.0,3.0,0,1734,1020,2009.0,2822,13891,107.0,424.0,170,5,9,1734,2008,2009,582933,4,1.0,3.0,0.0
689,689.0,3.0,141,548,360,1928.0,1378,9600,60.0,0.0,0,9,7,689,1928,2005,161000,3,0.0,0.0,1.0
1281,457.0,4.0,0,715,368,1920.0,1738,12513,69.0,0.0,0,4,4,715,1920,2007,104900,2,0.0,0.0,0.0
1164,896.0,4.0,831,320,521,1988.0,2060,10029,97.0,268.0,228,5,6,1151,1988,1989,211000,2,-1.0,0.0,4.0
1128,0.0,2.0,812,124,286,1954.0,1128,9000,75.0,0.0,0,5,5,936,1954,1954,118000,2,0.0,0.0,-1.0
840,880.0,3.0,0,840,440,2004.0,1720,8244,62.0,0.0,48,5,7,840,2004,2004,183500,3,2.0,0.0,0.0
1050,0.0,2.0,504,546,338,1956.0,1050,9600,80.0,0.0,0,6,5,1050,1956,1956,128900,2,0.0,0.0,1.0
1114,0.0,3.0,814,300,576,2004.0,1114,13695,66.0,0.0,78,5,6,1114,2003,2004,155000,3,0.0,0.0,4.0
1053,0.0,3.0,567,413,750,1998.0,1053,8973,69.0,85.0,80,7,5,1008,1958,1991,150000,4,1.0,0.0,1.0
1593,0.0,0.0,1153,440,682,2001.0,1593,4923,41.0,0.0,120,5,8,1593,2001,2002,286000,4,2.0,2.0,4.0
1214,0.0,3.0,695,519,318,1967.0,1214,10355,69.0,196.0,111,5,5,1214,1967,1967,143000,2,1.0,0.0,2.0
816,0.0,3.0,641,175,264,1982.0,816,6600,60.0,0.0,0,9,5,816,1982,2008,130500,3,0.0,0.0,3.0
1535,0.0,4.0,0,0,400,1979.0,1535,7018,64.0,0.0,0,5,5,0,1979,1979,118858,2,0.0,-1.0,-1.0
1360,1360.0,3.0,1036,140,795,1918.0,3112,25419,174.0,0.0,16,4,8,1360,1918,1990,235000,3,0.0,0.0,-1.0
1079,840.0,3.0,0,1079,685,2006.0,1919,15611,120.0,0.0,51,5,8,1079,2006,2006,233230,3,1.0,2.0,0.0
1097,0.0,3.0,0,1097,672,1995.0,1097,10859,112.0,0.0,64,5,5,1097,1994,1995,145000,2,0.0,0.0,0.0
983,767.0,4.0,660,323,423,1989.0,1750,12508,75.0,0.0,0,7,6,983,1940,1985,160000,2,0.0,1.0,3.0
483,504.0,2.0,0,483,288,1972.0,987,1680,21.0,297.0,0,5,6,483,1972,1972,94500,2,0.0,0.0,0.0
981,0.0,3.0,282,664,576,1979.0,981,10530,69.0,0.0,312,5,6,981,1971,1971,143250,2,0.0,0.0,3.0
1700,0.0,4.0,1018,380,447,1959.0,1700,10552,70.0,0.0,38,5,5,1398,1959,1959,165500,3,1.0,0.0,1.0
816,0.0,2.0,708,108,308,1957.0,816,7100,73.0,0.0,0,7,5,816,1957,1957,129900,2,0.0,0.0,4.0
944,896.0,3.0,666,278,622,2001.0,1840,12420,79.0,0.0,45,5,7,944,2001,2001,230000,3,1.0,0.0,4.0
1291,1230.0,5.0,837,105,576,1973.0,2521,3964,42.0,0.0,20,4,6,942,1973,1973,151400,2,-1.0,0.0,3.0
1002,0.0,3.0,828,174,902,1973.0,1002,8750,69.0,76.0,0,6,5,1002,1970,1970,148500,2,0.0,0.0,2.0
841,0.0,2.0,0,721,294,1950.0,841,8400,60.0,0.0,0,4,4,721,1950,1950,82000,2,0.0,0.0,0.0
996,0.0,2.0,747,189,564,1992.0,996,9069,73.0,0.0,0,6,6,936,1992,1992,147000,3,0.0,2.0,4.0
1713,0.0,3.0,1088,625,856,2004.0,1713,9591,76.0,262.0,26,5,8,1713,2004,2005,274900,4,2.0,2.0,4.0
1412,0.0,3.0,1005,387,576,1988.0,1412,11457,130.0,0.0,0,5,6,1392,1988,1988,175000,3,0.0,1.0,4.0
1236,0.0,2.0,600,312,923,1957.0,1236,7407,90.0,0.0,158,7,6,912,1957,1996,149700,2,-1.0,0.0,4.0
1040,0.0,3.0,633,431,648,1963.0,1040,25286,94.0,0.0,0,5,4,1064,1963,1963,132250,2,0.0,3.0,3.0
1616,0.0,2.0,1180,415,608,1995.0,1616,5389,39.0,0.0,152,5,8,1595,1995,1996,236500,3,1.0,0.0,4.0
1414,0.0,3.0,528,245,601,1990.0,1414,11029,87.0,0.0,51,8,6,1184,1958,2002,176500,2,0.0,0.0,3.0
975,975.0,3.0,649,326,576,1997.0,1950,7399,66.0,1600.0,10,5,7,975,1997,1998,239000,3,1.0,0.0,-1.0
1086,0.0,3.0,320,404,490,1989.0,1086,10200,85.0,104.0,0,7,5,1086,1954,2003,144900,2,0.0,0.0,3.0
1072,504.0,3.0,1309,15,528,1923.0,1576,21384,144.0,0.0,312,6,5,1324,1923,2004,223500,3,1.0,3.0,4.0
768,0.0,2.0,619,149,624,1987.0,768,7244,54.0,0.0,0,7,5,768,1970,1970,129500,2,0.0,2.0,3.0
1381,0.0,3.0,982,179,676,1972.0,1381,9360,78.0,0.0,0,7,6,1161,1972,2006,197500,3,-1.0,0.0,3.0
1284,885.0,3.0,0,1284,647,2002.0,2169,9375,69.0,149.0,87,5,8,1284,2002,2002,228500,3,1.0,0.0,-1.0
720,0.0,2.0,0,0,287,1955.0,720,6627,69.0,0.0,0,6,3,0,1949,1950,72500,2,0.0,-1.0,-1.0
1584,1208.0,3.0,493,1017,520,1920.0,2792,10440,60.0,0.0,547,7,6,1510,1920,1950,256000,2,0.0,0.0,-1.0
936,0.0,2.0,0,936,576,1974.0,936,6000,60.0,0.0,32,4,4,936,1953,1953,93000,2,0.0,0.0,0.0
1181,0.0,3.0,920,38,588,1974.0,1181,10012,90.0,0.0,0,5,4,1138,1972,1972,137500,2,1.0,2.0,2.0
1689,0.0,3.0,0,1689,954,2007.0,1689,9849,83.0,0.0,56,6,7,1689,2007,2007,248328,3,1.0,2.0,0.0
948,0.0,3.0,732,216,280,1956.0,948,8190,60.0,0.0,36,6,4,948,1954,1954,119000,2,-1.0,0.0,1.0
756,756.0,2.0,420,336,440,2000.0,1512,2117,69.0,513.0,32,5,6,756,2000,2000,168500,3,0.0,0.0,4.0
894,0.0,3.0,492,402,450,1968.0,894,8724,109.0,0.0,0,5,5,894,1968,1968,129000,2,-1.0,0.0,2.0
932,920.0,3.0,822,78,644,2009.0,1852,8640,72.0,0.0,108,5,7,900,2009,2009,252678,3,1.0,0.0,4.0
845,0.0,3.0,0,0,290,1957.0,845,11500,69.0,0.0,0,3,4,0,1957,1957,84000,2,0.0,-1.0,-1.0
774,0.0,3.0,544,0,0,0.0,774,4270,70.0,0.0,0,6,3,544,1931,2006,79000,3,-1.0,0.0,1.0
2053,1185.0,4.0,816,1217,666,1996.0,3238,14720,56.0,579.0,86,5,8,2033,1995,1996,410000,3,2.0,2.0,-1.0
1232,0.0,2.0,724,508,632,2007.0,1232,7314,64.0,82.0,0,5,7,1232,2007,2007,194500,3,-1.0,2.0,4.0
1164,0.0,3.0,0,1164,528,1969.0,1164,9600,80.0,168.0,0,5,7,1164,1969,1969,140000,2,0.0,0.0,0.0
912,336.0,2.0,324,588,160,1957.0,1248,9439,52.0,0.0,0,5,5,912,1930,1950,87000,2,0.0,0.0,-1.0
1687,0.0,3.0,353,60,572,1966.0,1687,57200,69.0,0.0,0,5,5,747,1948,1950,160000,2,-1.0,2.0,2.0
860,1100.0,4.0,625,235,440,2002.0,1960,7851,69.0,0.0,48,5,6,860,2002,2002,216500,3,2.0,0.0,4.0
546,0.0,3.0,273,0,286,1970.0,1092,2217,21.0,0.0,0,4,4,546,1970,1970,88000,2,1.0,0.0,2.0
894,0.0,3.0,552,342,400,1999.0,894,9450,68.0,0.0,0,5,4,894,1954,1954,110000,2,0.0,0.0,-1.0
1479,0.0,3.0,1013,440,558,2003.0,1479,10665,72.0,167.0,29,5,7,1453,2003,2003,226000,3,1.0,2.0,4.0
1060,0.0,3.0,188,204,270,1968.0,1060,8246,69.0,0.0,90,8,5,1060,1968,2001,154000,3,0.0,1.0,1.0
1436,0.0,3.0,946,490,484,2004.0,1436,8450,65.0,266.0,98,5,7,1436,2004,2004,210000,3,-1.0,1.0,4.0
1044,0.0,2.0,0,540,504,1952.0,1044,8712,66.0,0.0,0,5,5,540,1952,1952,55993,1,0.0,2.0,0.0
880,888.0,2.0,390,490,320,1914.0,1768,10800,60.0,0.0,341,7,7,880,1914,1970,163000,2,0.0,1.0,-1.0
816,0.0,2.0,538,278,432,2002.0,816,5890,69.0,0.0,0,8,6,816,1930,2007,120500,2,0.0,2.0,-1.0
774,656.0,3.0,250,134,400,2000.0,1430,7750,69.0,0.0,0,5,7,384,2000,2000,180000,2,2.0,0.0,4.0
1867,0.0,2.0,379,470,303,1955.0,1867,10708,69.0,0.0,0,5,5,1617,1955,1993,190000,2,2.0,0.0,-1.0
1500,0.0,3.0,1070,286,648,2006.0,1500,4045,53.0,45.0,20,5,7,1356,2006,2006,246578,3,2.0,2.0,4.0
1100,0.0,3.0,419,375,312,1960.0,1100,12493,69.0,0.0,0,5,4,1100,1960,1960,141000,2,1.0,0.0,3.0
816,0.0,3.0,546,270,264,1982.0,816,8314,76.0,0.0,0,7,5,816,1982,1982,124500,2,0.0,3.0,3.0
1328,0.0,2.0,967,383,308,1959.0,1328,16905,115.0,0.0,104,6,5,1350,1959,1959,170000,2,-1.0,3.0,2.0
1728,568.0,3.0,1338,384,842,2008.0,2296,13478,97.0,420.0,274,5,10,1722,2008,2008,451950,4,1.0,3.0,4.0
864,0.0,2.0,167,697,572,1957.0,864,8172,60.0,0.0,0,7,5,864,1955,1990,115000,2,0.0,0.0,1.0
1266,0.0,3.0,0,1257,453,2005.0,1266,7500,62.0,0.0,144,5,7,1257,2005,2005,176000,3,0.0,0.0,0.0
858,0.0,3.0,614,244,0,0.0,858,8125,69.0,0.0,0,4,4,858,1971,1971,88000,2,-1.0,0.0,2.0
832,878.0,3.0,426,406,506,1993.0,1710,9291,76.0,120.0,70,5,6,832,1993,1993,187000,3,1.0,0.0,4.0
772,351.0,3.0,0,732,264,1979.0,1123,6060,50.0,0.0,0,5,4,732,1939,1950,100000,2,0.0,0.0,0.0
953,694.0,3.0,0,953,460,1999.0,1647,7917,62.0,0.0,40,5,6,953,1999,2000,175000,2,1.0,0.0,0.0
874,0.0,3.0,510,354,288,1968.0,874,9858,62.0,0.0,0,6,5,864,1968,1968,130000,2,1.0,0.0,-1.0
1788,0.0,3.0,0,1753,522,2001.0,1788,11838,69.0,0.0,151,5,8,1753,2001,2001,236500,4,1.0,2.0,0.0
1839,0.0,3.0,1186,291,416,1957.0,1839,14442,110.0,106.0,87,7,6,1477,1957,2004,257500,3,2.0,0.0,4.0
1088,780.0,4.0,381,399,484,1976.0,1868,10304,69.0,44.0,96,7,5,780,1976,1976,197500,3,0.0,0.0,3.0
1712,0.0,4.0,528,1098,588,2005.0,1712,8393,70.0,122.0,54,5,5,1626,1959,2005,145000,2,2.0,0.0,-1.0
561,668.0,2.0,285,276,462,1980.0,1229,1300,24.0,0.0,0,6,6,561,1980,1980,124000,2,2.0,0.0,3.0
1600,0.0,3.0,0,1566,890,2007.0,1600,14230,110.0,640.0,56,5,8,1566,2007,2007,256300,3,1.0,0.0,0.0
916,684.0,3.0,0,916,460,1997.0,1600,8773,57.0,0.0,38,5,6,916,1997,1997,169000,2,2.0,2.0,0.0
896,448.0,3.0,0,896,240,1936.0,1344,6240,69.0,0.0,114,4,5,896,1936,1950,115000,2,-1.0,0.0,0.0
1126,0.0,3.0,767,266,540,1977.0,1126,15611,69.0,0.0,0,6,5,1126,1977,1977,175000,4,1.0,2.0,3.0
923,0.0,3.0,658,218,264,1984.0,923,6951,37.0,0.0,0,5,5,876,1984,1985,119500,2,0.0,0.0,3.0
616,0.0,2.0,616,0,205,1921.0,616,6000,50.0,0.0,0,7,5,616,1921,1950,89000,2,0.0,0.0,-1.0
1800,0.0,6.0,0,1800,0,0.0,1800,8000,80.0,0.0,0,4,5,1800,1961,1961,141000,2,-1.0,0.0,0.0
1505,0.0,2.0,1024,481,505,1953.0,1505,12160,128.0,90.0,0,4,6,1505,1953,1953,149500,2,1.0,0.0,-1.0
1647,0.0,3.0,1283,0,621,1977.0,1647,12984,80.0,459.0,0,6,5,1430,1977,1977,217500,3,2.0,1.0,3.0
1132,0.0,2.0,1024,108,451,2005.0,1132,7024,60.0,0.0,64,5,4,1132,2005,2005,176000,3,2.0,0.0,4.0
928,836.0,3.0,821,107,470,1997.0,1764,15426,65.0,0.0,99,5,6,928,1997,1997,231500,3,1.0,0.0,4.0
1088,441.0,4.0,0,0,240,1945.0,1529,8405,50.0,0.0,0,3,4,0,1945,1950,98000,2,0.0,-1.0,-1.0
1699,748.0,4.0,0,804,336,1969.0,2447,9638,50.0,0.0,0,7,6,804,1919,1990,169000,3,0.0,0.0,0.0
1504,0.0,1.0,16,1330,457,2005.0,1504,3182,43.0,16.0,0,5,7,1346,2005,2006,181000,3,2.0,0.0,4.0
1163,0.0,3.0,256,906,220,1955.0,1163,5820,49.0,0.0,98,8,3,1162,1955,2005,126175,2,0.0,0.0,3.0
769,756.0,3.0,436,320,440,2000.0,1525,2117,69.0,456.0,0,5,6,756,2000,2000,177000,3,0.0,0.0,4.0
935,0.0,3.0,560,0,288,1965.0,935,13526,69.0,114.0,0,6,5,935,1965,1965,137000,2,0.0,0.0,2.0
